code,population,area,density
E05007134,2657,4439.37,0.6
E05007135,2165,3682.35,0.6
E05007136,3950,2128.64,1.9
E05007137,4686,2771.55,1.7
E05007138,2369,2299,1
E05007139,5425,2271.4,2.4
E05007140,2154,1785.08,1.2
E05007141,2292,5006.78,0.5
E05007142,2651,4243.25,0.6
E05007143,2181,1868.13,1.2
E05007144,2323,5457.72,0.4
E05007145,2060,5041.67,0.4
E05007146,2254,3137.17,0.7
E05007147,4528,641.82,7.1
E05007148,2364,2585.41,0.9
E05007149,2308,2899.54,0.8
E05007150,2080,3094.72,0.7
E05007151,4546,5107.19,0.9
E05007152,3510,2940.71,1.2
E05007153,4573,194.43,23.5
E05007154,9717,328.88,29.5
E05007155,4990,232.55,21.5
E05007156,2263,1514.17,1.5
E05007157,2557,3903.91,0.7
E05007158,2326,3595.95,0.6
E05007159,4409,1773.89,2.5
E05007160,2530,4900.88,0.5
E05007161,1995,748.29,2.7
E05007162,2429,6184.82,0.4
E05007163,4993,167.45,29.8
E05007164,2591,7577.2,0.3
E05007165,2644,3385.99,0.8
E05007166,2317,3127.91,0.7
E05007167,1984,4816.75,0.4
E05007168,2090,3778.48,0.6
E05007169,2028,926.32,2.2
E05007170,2466,222.92,11.1
E05007171,2030,1309.28,1.6
E05007172,2191,1504.7,1.5
E05007173,7756,253.73,30.6
E05007174,7796,226.72,34.4
E05007175,5879,400.72,14.7
E05007176,5610,215.99,26
E05007177,2255,2647.57,0.9
E05007178,3002,3625.5,0.8
E05007179,2365,1364.35,1.7
E05007180,2017,1458.52,1.4
E05007181,4637,162.37,28.6
E05007182,7968,318.91,25
E05007183,2592,75.49,34.3
E05007184,3420,4433.51,0.8
E05007185,2646,6595.51,0.4
E05007186,5114,155.58,32.9
E05007187,2341,4297.27,0.5
E05007188,4609,105.77,43.6
E05007189,4539,342.05,13.3
E05007190,2507,1633.36,1.5
E05007191,4195,150,28
E05007192,2192,4544.24,0.5
E05007193,2234,5872.25,0.4
E05007194,3225,1764.12,1.8
E05007195,2144,5115.32,0.4
E05007196,2073,77.36,26.8
E05007197,3810,510.62,7.5
E05007198,4298,390.86,11
E05007199,4432,226.97,19.5
E05007200,4499,135.02,33.3
E05007201,6650,396.39,16.8
E05007202,4744,5009.18,0.9
E05007203,2306,1808.78,1.3
E05007204,1977,5550.41,0.4
E05007205,2473,6843.41,0.4
E05007206,10666,375.24,28.4
E05007207,3736,177.25,21.1
E05007208,2121,130.17,16.3
E05007209,6360,2512.47,2.5
E05007210,4897,1054.24,4.6
E05007211,4883,1757.4,2.8
E05007212,4602,4471.76,1
E05007213,1830,6896.72,0.3
E05007214,2272,4404.17,0.5
E05007215,2076,8058.78,0.3
E05007216,3388,1562.3,2.2
E05007217,1967,236.08,8.3
E05007218,6185,556.62,11.1
E05007219,4913,3029.74,1.6
E05007220,1935,59.14,32.7
E05007221,1911,3870.97,0.5
E05007222,3014,5660.6,0.5
E05007223,6923,3044.56,2.3
E05007224,1966,4965.69,0.4
E05007225,2156,481.45,4.5
E05007226,1965,2549.65,0.8
E05007227,1901,5472.99,0.3
E05007228,5005,617.69,8.1
E05007229,5118,196.32,26.1
E05007230,2150,4126.14,0.5
E05007231,5127,1070.28,4.8
E05007232,4586,160.84,28.5
E05007233,8505,820.07,10.4
E05007234,4400,673.89,6.5
E05007235,4726,446.69,10.6
E05007236,7818,181.39,43.1
E05007237,5105,1336.83,3.8
E05007238,7439,196.88,37.8
E05007239,2568,3065.29,0.8
E05007240,6898,216.7,31.8
E05007241,4387,246.19,17.8
E05007242,4619,180.72,25.6
E05007243,6563,225.49,29.1
E05007244,7967,202.48,39.3
E05007245,3680,1421.9,2.6
E05007246,2242,7452.77,0.3
E05007247,2185,5991.17,0.4
E05007248,7269,223.78,32.5
E05007249,4673,1627.61,2.9
E05007250,2224,6287.14,0.4
E05000128,12702,78.03,162.8
E05000129,10892,102.12,106.7
E05000130,12613,116.58,108.2
E05000131,11925,75.76,157.4
E05000132,11740,100.51,116.8
E05000133,11986,153.28,78.2
E05000134,11264,69.07,163.1
E05000135,11270,244.98,46
E05000136,12364,73.15,169
E05000137,10955,324.22,33.8
E05000138,13023,120.11,108.4
E05000139,13417,102.75,130.6
E05000140,12038,68.54,175.6
E05000141,11843,60.96,194.3
E05000142,13528,134.98,100.2
E05000143,13818,140.05,98.7
E05000144,12900,125.72,102.6
E05000145,12060,88.79,135.8
E05000001,1465,12.98,112.9
E05000005,222,81.53,2.7
E05000015,2782,28.75,96.8
E05000017,276,26.72,10.3
E05000018,1099,63.73,17.2
E05000021,985,18.96,52
E05000022,319,23.19,13.8
E05000023,227,33.92,6.7
E05000231,11091,84.12,131.8
E05000232,13392,68.38,195.8
E05000233,13232,90.94,145.5
E05000234,12212,70.15,174.1
E05000235,14727,92.64,159
E05000236,13643,88.82,153.6
E05000237,12548,78.01,160.9
E05000238,12921,101.85,126.9
E05000239,13904,124.24,111.9
E05000240,15174,83.86,180.9
E05000241,11098,181.41,61.2
E05000242,14039,106.39,132
E05000243,12280,119.14,103.1
E05000244,12551,98.34,127.6
E05000245,13670,107.98,126.6
E05000246,12378,95.23,130
E05000247,12445,71.19,174.8
E05000248,13231,80.4,164.6
E05000249,11734,163.26,71.9
E05000250,11518,55.28,208.4
E05000251,14160,75.92,186.5
E05000252,12216,89.46,136.6
E05000253,9175,344.06,26.7
E05000254,10996,66.74,164.8
E05000255,11306,82.34,137.3
E05000256,11923,104.89,113.7
E05000257,11004,62.35,176.5
E05000258,11589,63.82,181.6
E05000259,7483,113.79,65.8
E05000260,10813,89.77,120.5
E05000261,10785,115.65,93.3
E05000262,12760,114.16,111.8
E05000263,12175,106.73,114.1
E05000264,11201,65.02,172.3
E05000265,13389,90.42,148.1
E05000266,11795,261.27,45.1
E05000267,13725,138.4,99.2
E05000268,14483,93.14,155.5
E05000269,12395,143.99,86.1
E05000270,12488,199.44,62.6
E05000271,13272,156.16,85
E05000272,11632,249.89,46.5
E05000273,12659,105.54,119.9
E05000274,10784,165.16,65.3
E05000275,13939,122.97,113.4
E05000276,14429,188.48,76.6
E05000277,14638,109.73,133.4
E05000278,15968,129.2,123.6
E05000279,11758,109.46,107.4
E05000280,14580,136.1,107.1
E05000281,15064,191.15,78.8
E05000282,13372,139.84,95.6
E05000283,13431,169.72,79.1
E05000284,14514,149.21,97.3
E05000366,12201,82.93,147.1
E05000367,14639,108.94,134.4
E05000368,13896,113.83,122.1
E05000369,12072,80.73,149.5
E05000370,11490,93.46,122.9
E05000371,14358,91.63,156.7
E05000372,11634,100.39,115.9
E05000373,15030,108.17,138.9
E05000374,11794,82.49,143
E05000375,14983,100.95,148.4
E05000376,12025,102.74,117
E05000377,12917,82.58,156.4
E05000378,12400,84.57,146.6
E05000379,11553,86.88,133
E05000380,11822,80.96,146
E05000381,13311,84.7,157.2
E05000382,10013,62.9,159.2
E05000383,8839,95.49,92.6
E05000384,8178,91.16,89.7
E05000385,8377,39.07,214.4
E05000386,8933,48.2,185.3
E05000387,7964,47.99,166
E05000388,9104,45.96,198.1
E05000389,8937,94.91,94.2
E05000390,8792,55.26,159.1
E05000391,9767,103.88,94
E05000392,8675,72.65,119.4
E05000393,9537,62.3,153.1
E05000394,7659,48.79,157
E05000395,9847,60.49,162.8
E05000396,9245,69.37,133.3
E05000397,7252,77.36,93.7
E05000398,9343,70.93,131.7
E05000399,8187,66.24,123.6
E05000416,9675,123.71,78.2
E05000417,15842,112.9,140.3
E05000418,12852,134.3,95.7
E05000419,13795,112,123.2
E05000420,16784,120.8,138.9
E05000421,15032,85.29,176.2
E05000422,13712,156.98,87.3
E05000423,15107,203.15,74.4
E05000424,14763,147.26,100.3
E05000425,17243,105.88,162.9
E05000426,15106,123.93,121.9
E05000427,14262,106.34,134.1
E05000428,14550,144.87,100.4
E05000429,14777,86.91,170
E05000430,14263,127.28,112.1
E05000431,14336,169.83,84.4
E05000432,14906,145.13,102.7
E05000433,12526,108.28,115.7
E05000434,13641,151.45,90.1
E05000435,15771,102.92,153.2
E05000436,14143,112.93,125.2
E05000437,14775,308.47,47.9
E05000438,14039,231.25,60.7
E05000439,17156,168.62,101.7
E05000440,15214,186.77,81.5
E05000441,14937,172.16,86.8
E05000442,14567,238.1,61.2
E05000443,16603,162.2,102.4
E05000444,14854,182.77,81.3
E05000445,14648,239.25,61.2
E05000446,14515,160.82,90.3
E05000447,14573,180.89,80.6
E05000448,17446,205.59,84.9
E05000449,15756,179.96,87.6
E05000450,15618,168.46,92.7
E05000451,14916,178.06,83.8
E05000452,15605,174.43,89.5
E05000453,16414,154.39,106.3
E05000454,14249,222.35,64.1
E05000475,15141,554.56,27.3
E05000476,15982,91.62,174.4
E05000477,14810,246.29,60.1
E05000478,15996,168.45,95
E05000479,13411,206.28,65
E05000480,15917,103.89,153.2
E05000481,13866,90.4,153.4
E05000482,15575,179.34,86.8
E05000483,16257,124.58,130.5
E05000484,17362,119.19,145.7
E05000485,15885,74.3,213.8
E05000486,15113,80.48,187.8
E05000487,16633,189.88,87.6
E05000488,15318,134.95,113.5
E05000489,15470,98.1,157.7
E05000490,16404,138.62,118.3
E05000491,10679,330.77,32.3
E05000492,17768,419.23,42.4
E05000493,14846,137.93,107.6
E05000494,15551,133.5,116.5
E05000534,13174,93.48,140.9
E05000535,15032,97.48,154.2
E05000536,14941,158.3,94.4
E05000537,15178,91.83,165.3
E05000538,11812,323.38,36.5
E05000539,12321,101.86,121
E05000540,11557,104.81,110.3
E05000541,12839,87.68,146.4
E05000542,15362,120.46,127.5
E05000543,14129,143.66,98.4
E05000544,14136,83.23,169.8
E05000545,13620,132.22,103
E05000546,14720,87.25,168.7
E05000547,13518,225.33,60
E05000548,14390,104.9,137.2
E05000549,13743,136.28,100.8
E05000550,13780,97.31,141.6
E05000551,12629,133.13,94.9
E05000552,13435,145.05,92.6
E05000553,15565,138.98,112
E05000554,12402,278.79,44.5
E05000573,13683,82.29,166.3
E05000574,14166,88.15,160.7
E05000575,19461,224.4,86.7
E05000576,14781,185.85,79.5
E05000577,12939,134.68,96.1
E05000578,14480,107.41,134.8
E05000579,14859,117.79,126.1
E05000580,15986,107.19,149.1
E05000581,15190,89.98,168.8
E05000582,13354,107.04,124.8
E05000583,23084,196.08,117.7
E05000584,16238,101.82,159.5
E05000585,12411,114.22,108.7
E05000586,15110,86.49,174.7
E05000587,10286,63.84,161.1
E05000588,13206,77.89,169.5
E05000589,14862,91.78,161.9
E05000610,14751,120.78,122.1
E05000611,14575,180.35,80.8
E05000612,15448,141.06,109.5
E05000613,15022,160.92,93.4
E05000614,14613,138.72,105.3
E05000615,15504,141.33,109.7
E05000616,15198,100.77,150.8
E05000617,15358,108.47,141.6
E05000618,14679,123.14,119.2
E05000619,14940,167.84,89
E05000620,16331,289.51,56.4
E05000621,16132,442.38,36.5
E05000622,16556,108.22,153
E05000623,14160,94.78,149.4
E05000624,16256,152.17,106.8
E05000625,14842,165.92,89.5
E05000626,16239,160.43,101.2
E05000627,15247,275.98,55.2
E05000628,16402,168.89,97.1
E05000629,14742,184.63,79.8
E05000630,11250,109.49,102.7
E05000631,10300,51.77,199
E05000632,11991,72.3,165.9
E05000633,9618,51.58,186.5
E05000634,11760,44.43,264.7
E05000635,12034,49.46,243.3
E05000636,12462,95.84,130
E05000637,9270,359.33,25.8
E05000638,13195,62.98,209.5
E05000639,10633,63.57,167.3
E05000640,10210,64.63,158
E05000641,10366,100.12,103.5
E05000642,12563,58.32,215.4
E05000643,12067,225.63,53.5
E05000644,10828,319.09,33.9
E05000645,8158,35.36,230.7
E05000646,9988,59.5,167.9
E05000647,9369,57.35,163.4
E05000648,12759,67.42,189.2
E05000649,10575,199.61,53
E05000026,12786,125.24,102.1
E05000027,10385,136.06,76.3
E05000028,11545,128.59,89.8
E05000029,10021,338.05,29.6
E05000030,10506,345.39,30.4
E05000031,11624,144.53,80.4
E05000032,12452,108.63,114.6
E05000033,11267,127.99,88
E05000034,10786,200.53,53.8
E05000035,11478,164,70
E05000036,10342,185.09,55.9
E05000037,9839,124.31,79.1
E05000038,10923,313.49,34.8
E05000039,10728,668.47,16
E05000040,9867,129.28,76.3
E05000041,10787,213.99,50.4
E05000042,10575,155.4,68.1
E05000043,16394,317.37,51.7
E05000044,18217,206.41,88.3
E05000045,20049,308.88,64.9
E05000046,17098,264.19,64.7
E05000047,17250,272.06,63.4
E05000048,16137,375.23,43
E05000049,15989,252.36,63.4
E05000050,16728,556,30.1
E05000051,15715,270.96,58
E05000052,15929,473.09,33.7
E05000053,18818,297.79,63.2
E05000054,17437,542.18,32.2
E05000055,18472,284,65
E05000056,15307,830.89,18.4
E05000057,18451,938.74,19.7
E05000058,15811,331.71,47.7
E05000059,15159,876.74,17.3
E05000060,15915,455.23,35
E05000061,16533,216.1,76.5
E05000062,17402,342.56,50.8
E05000063,17575,261.23,67.3
E05000064,10418,287.02,36.3
E05000065,11890,285.7,41.6
E05000066,10616,168.65,62.9
E05000067,10910,209.75,52
E05000068,10546,197.28,53.5
E05000069,10965,254.75,43
E05000070,11128,164.11,67.8
E05000071,11226,396.4,28.3
E05000072,11207,718.39,15.6
E05000073,10864,271.62,40
E05000074,10858,217.1,50
E05000075,12053,344.48,35
E05000076,10800,166.55,64.8
E05000077,11346,237.02,47.9
E05000078,10442,259.19,40.3
E05000079,11566,446.16,25.9
E05000080,10598,176.32,60.1
E05000081,10491,442.85,23.7
E05000082,11135,144.42,77.1
E05000083,10844,270.23,40.1
E05000084,12094,397.96,30.4
E05000085,14017,205.85,68.1
E05000086,15772,297.48,53
E05000087,13023,172.24,75.6
E05000088,13425,229.78,58.4
E05000089,15059,168.16,89.6
E05000090,13445,265.84,50.6
E05000091,17162,111.47,154
E05000092,14915,112.1,133.1
E05000093,12133,225.01,53.9
E05000094,16989,94.4,180
E05000095,15529,139.43,111.4
E05000096,12811,267.3,47.9
E05000097,15474,239.51,64.6
E05000098,15281,148.84,102.7
E05000099,15155,204.99,73.9
E05000100,16903,405.5,41.7
E05000101,14950,213,70.2
E05000102,15105,276.41,54.6
E05000103,13753,231.24,59.5
E05000104,14727,160.25,91.9
E05000105,15587,154.72,100.7
E05000106,15098,486.88,31
E05000107,9951,828.3,12
E05000108,15113,832.1,18.2
E05000109,16826,371.74,45.3
E05000110,14507,1256.17,11.5
E05000111,14831,1044.92,14.2
E05000112,15560,226.65,68.7
E05000113,15392,328.6,46.8
E05000114,15445,1328.83,11.6
E05000115,16769,393.8,42.6
E05000116,12255,229.36,53.4
E05000117,5110,2903.52,1.8
E05000118,14632,699.5,20.9
E05000119,15906,1081.66,14.7
E05000120,15892,519.97,30.6
E05000121,9987,244.93,40.8
E05000122,15311,425.65,36
E05000123,17326,295.65,58.6
E05000124,13651,430.22,31.7
E05000125,15122,400.13,37.8
E05000126,9824,245.57,40
E05000127,14884,441.3,33.7
E05000146,16883,159.55,105.8
E05000147,14721,271.36,54.2
E05000148,16201,144.58,112.1
E05000149,18652,266.69,69.9
E05000150,12244,774.31,15.8
E05000151,13449,499.45,26.9
E05000152,15790,352.32,44.8
E05000153,16569,376.47,44
E05000154,11479,148.44,77.3
E05000155,13213,871.04,15.2
E05000156,14966,646.01,23.2
E05000157,10801,242.84,44.5
E05000158,16476,251.94,65.4
E05000159,14607,417.31,35
E05000160,12777,634.58,20.1
E05000161,18087,227.72,79.4
E05000162,11719,640.59,18.3
E05000163,14296,279.98,51.1
E05000164,16518,238.1,69.4
E05000165,16539,168.06,98.4
E05000166,16082,262.05,61.4
E05000167,17077,364.34,46.9
E05000168,17489,197.43,88.6
E05000169,16743,216.73,77.3
E05000170,15427,177.53,86.9
E05000171,14558,223.17,65.2
E05000172,13910,225.85,61.6
E05000173,14029,185.67,75.6
E05000174,14019,213.99,65.5
E05000175,18706,427.18,43.8
E05000176,14539,200.02,72.7
E05000177,17625,252.16,69.9
E05000178,14349,338.15,42.4
E05000179,15561,327.39,47.5
E05000180,14229,220.78,64.4
E05000181,13897,153.89,90.3
E05000182,13517,153.45,88.1
E05000183,14713,324.79,45.3
E05000184,15183,275.16,55.2
E05000185,15121,354.8,42.6
E05000186,14032,379.4,37
E05000187,15339,336.56,45.6
E05000188,14873,171.9,86.5
E05000189,13439,162.23,82.8
E05000190,14579,158.54,92
E05000191,13474,143.29,94
E05000192,13330,146.6,90.9
E05000193,14051,148.48,94.6
E05000194,13923,252.63,55.1
E05000195,13762,1694.43,8.1
E05000196,13788,1040.7,13.2
E05000197,17949,312.77,57.4
E05000198,16027,463.9,34.5
E05000199,16469,325.12,50.7
E05000200,12709,328.62,38.7
E05000201,16263,179.65,90.5
E05000202,13006,508.73,25.6
E05000203,14355,287.44,49.9
E05000204,16531,185.11,89.3
E05000205,15162,194.11,78.1
E05000206,15664,354.49,44.2
E05000207,14506,286.39,50.7
E05000208,14454,269.09,53.7
E05000209,13787,261.72,52.7
E05000210,14906,223.32,66.7
E05000211,14377,225.69,63.7
E05000212,17374,264.88,65.6
E05000213,13403,275.67,48.6
E05000214,15704,265.29,59.2
E05000215,12875,213.73,60.2
E05000216,14385,203.4,70.7
E05000217,13062,254.86,51.3
E05000218,12519,255.07,49.1
E05000219,12541,462.65,27.1
E05000220,10399,242.64,42.9
E05000221,18171,154.8,117.4
E05000222,16527,253.37,65.2
E05000223,14300,237.79,60.1
E05000224,13505,328.46,41.1
E05000225,14051,341.79,41.1
E05000226,16736,234.89,71.3
E05000227,13433,377.98,35.5
E05000228,19730,391.91,50.3
E05000229,17499,262.03,66.8
E05000230,19120,253.72,75.4
E05000285,11343,177.89,63.8
E05000286,12471,563.14,22.1
E05000287,11653,140.1,83.2
E05000288,12420,174.66,71.1
E05000289,12270,357.49,34.3
E05000290,11376,458.86,24.8
E05000291,10693,328.13,32.6
E05000292,10093,329.51,30.6
E05000293,11135,146.2,76.2
E05000294,11138,128.11,86.9
E05000295,11173,176.52,63.3
E05000296,12259,164.57,74.5
E05000297,10026,326.95,30.7
E05000298,10411,235.36,44.2
E05000299,11984,161.28,74.3
E05000300,11124,153.04,72.7
E05000301,12828,150.56,85.2
E05000302,11663,157.56,74
E05000303,11229,445.59,25.2
E05000304,11394,119.27,95.5
E05000305,10373,152.12,68.2
E05000306,14957,420.14,35.6
E05000307,12528,655.64,19.1
E05000308,12466,366.73,34
E05000309,11977,463.91,25.8
E05000310,14692,776.11,18.9
E05000311,12262,246.08,49.8
E05000312,12650,759.56,16.7
E05000313,13000,978.81,13.3
E05000314,12570,341.44,36.8
E05000315,12952,290.19,44.6
E05000316,12915,304.89,42.4
E05000317,12955,395.33,32.8
E05000318,12482,1534.21,8.1
E05000319,15921,286.65,55.5
E05000320,13334,268.7,49.6
E05000321,13544,629.94,21.5
E05000322,13194,264.62,49.9
E05000323,12833,2253.4,5.7
E05000324,13449,211.92,63.5
E05000325,15034,437.21,34.4
E05000326,13841,327.75,42.2
E05000327,11658,201.29,57.9
E05000328,12622,297.34,42.4
E05000329,12142,405.81,29.9
E05000330,7399,1522.44,4.9
E05000331,12199,2352.52,5.2
E05000332,12906,359.47,35.9
E05000333,10387,620.65,16.7
E05000334,11442,197.34,58
E05000335,10469,740.62,14.1
E05000336,11578,332.76,34.8
E05000337,14767,274.44,53.8
E05000338,12364,741.01,16.7
E05000339,14106,349.83,40.3
E05000340,12048,463.34,26
E05000341,13979,311.69,44.8
E05000342,14370,348.98,41.2
E05000343,10611,438.98,24.2
E05000344,13586,233.18,58.3
E05000345,12979,401.3,32.3
E05000346,12701,444.67,28.6
E05000347,14353,315.41,45.5
E05000348,11346,203.29,55.8
E05000349,11543,192.4,60
E05000350,12330,272.27,45.3
E05000351,11563,338.43,34.2
E05000352,15541,318.17,48.8
E05000353,12155,325.12,37.4
E05000354,11408,364.13,31.3
E05000355,12288,168.48,72.9
E05000356,12319,200.42,61.5
E05000357,12438,382.97,32.5
E05000358,15169,173.62,87.4
E05000359,14727,278.65,52.9
E05000360,11408,179.35,63.6
E05000361,12658,162.04,78.1
E05000362,11977,196.65,60.9
E05000363,13031,633.72,20.6
E05000364,13554,272.02,49.8
E05000365,11448,176.81,64.7
E05000400,9246,267.73,34.5
E05000401,9437,145.21,65
E05000402,10109,188.04,53.8
E05000403,12373,124.16,99.7
E05000404,8741,192.93,45.3
E05000405,10232,755.18,13.5
E05000406,10357,440.93,23.5
E05000407,9750,164.73,59.2
E05000408,10955,191.98,57.1
E05000409,10107,134.82,75
E05000410,9431,180.55,52.2
E05000411,8969,216.68,41.4
E05000412,10483,137.57,76.2
E05000413,10459,166.42,62.8
E05000414,9833,259.49,37.9
E05000415,9578,158.27,60.5
E05000455,10323,139.29,74.1
E05000456,9249,222.39,41.6
E05000457,10712,111.12,96.4
E05000458,11474,299.71,38.3
E05000459,9275,115.13,80.6
E05000460,11240,114.27,98.4
E05000461,9816,88.36,111.1
E05000462,8977,118.43,75.8
E05000463,10273,117.96,87.1
E05000464,10024,148.13,67.7
E05000465,9090,180.77,50.3
E05000466,9485,181.74,52.2
E05000467,10287,215.91,47.6
E05000468,9968,183.82,54.2
E05000469,9738,185.32,52.5
E05000470,10414,184.24,56.5
E05000471,9798,107.45,91.2
E05000472,8491,621.72,13.7
E05000473,9862,195.12,50.5
E05000474,11197,229.99,48.7
E05000495,14544,861.23,16.9
E05000496,12609,152.66,82.6
E05000497,11658,257.9,45.2
E05000498,14257,151.43,94.1
E05000499,11516,149.15,77.2
E05000500,13241,249.15,53.1
E05000501,14666,127.12,115.4
E05000502,12780,240.61,53.1
E05000503,12630,359.36,35.1
E05000504,12910,218.55,59.1
E05000505,13069,164.6,79.4
E05000506,12953,564.18,23
E05000507,16544,126.43,130.9
E05000508,13672,188.38,72.6
E05000509,10422,307.48,33.9
E05000510,16760,211.69,79.2
E05000511,12044,234.4,51.4
E05000512,15164,208.22,72.8
E05000513,11865,198.57,59.8
E05000514,14123,150.25,94
E05000515,11543,519.78,22.2
E05000516,10299,264.59,38.9
E05000517,10348,583.53,17.7
E05000518,10131,191.81,52.8
E05000519,10317,926.46,11.1
E05000520,9985,687.69,14.5
E05000521,9387,194.96,48.1
E05000522,10221,274.13,37.3
E05000523,10313,191.22,53.9
E05000524,11436,329.67,34.7
E05000525,10919,184.5,59.2
E05000526,10649,271.66,39.2
E05000527,11172,196.63,56.8
E05000528,10820,265.78,40.7
E05000529,9987,168.97,59.1
E05000530,10330,426.83,24.2
E05000531,10396,175.21,59.3
E05000532,10528,245.57,42.9
E05000533,9752,162.31,60.1
E05000555,10309,497.98,20.7
E05000556,10667,306.07,34.9
E05000557,10048,233.72,43
E05000558,10039,202.65,49.5
E05000559,9715,705.61,13.8
E05000560,10285,393.74,26.1
E05000561,10641,190.63,55.8
E05000562,11949,149.98,79.7
E05000563,10712,198.08,54.1
E05000564,10993,130.95,83.9
E05000565,10355,187.5,55.2
E05000566,9599,127.22,75.5
E05000567,10536,177.9,59.2
E05000568,10163,148.2,68.6
E05000569,10650,161.66,65.9
E05000570,10200,171.95,59.3
E05000571,11630,205.47,56.6
E05000572,11655,195.71,59.6
E05000590,13799,85.99,160.5
E05000591,12700,105.65,120.2
E05000592,14086,184.18,76.5
E05000593,10287,372.76,27.6
E05000594,10730,195.92,54.8
E05000595,12609,198.51,63.5
E05000596,14604,89.78,162.7
E05000597,11355,234.94,48.3
E05000598,11058,241.82,45.7
E05000599,14127,306.12,46.1
E05000600,13194,322.24,40.9
E05000601,13912,109.72,126.8
E05000602,11337,206.86,54.8
E05000603,15671,264.54,59.2
E05000604,14184,203.6,69.7
E05000605,12879,131.02,98.3
E05000606,13636,145.39,93.8
E05000607,11444,198.08,57.8
E05000608,13269,99.85,132.9
E05000609,13368,184.43,72.5
E05002271,5753,1694.76,3.4
E05002272,8689,2097.36,4.1
E05002273,5929,167.06,35.5
E05002274,5017,228.05,22
E05002275,6300,405.69,15.5
E05002276,7736,137.68,56.2
E05002277,5253,1194.15,4.4
E05002278,5721,306.64,18.7
E05002279,5073,256.71,19.8
E05002280,8059,172.79,46.6
E05002281,7962,200.76,39.7
E05002282,5857,516.18,11.3
E05002283,5611,131.03,42.8
E05002284,5116,394.41,13
E05002285,7603,224.05,33.9
E05002286,8123,178.99,45.4
E05002287,4611,182.35,25.3
E05002288,4792,2449.88,2
E05002420,10115,52.9,191.2
E05002421,9302,76.2,122.1
E05002422,14083,406.41,34.7
E05002423,15689,141.48,110.9
E05002424,14744,723.79,20.4
E05002425,16006,140.96,113.5
E05002426,15681,741.61,21.1
E05002427,17472,583.08,30
E05002428,10035,610.06,16.4
E05002429,14277,808.2,17.7
E05002430,14911,166.99,89.3
E05002431,15024,121.76,123.4
E05002432,9957,88.42,112.6
E05002433,13651,1019.35,13.4
E05002434,18309,142.66,128.3
E05002435,9552,188.36,50.7
E05002436,10602,355.9,29.8
E05002437,10066,96.3,104.5
E05002438,9648,147.17,65.6
E05002439,14452,811.73,17.8
E05002440,9793,843.38,11.6
E05008479,3610,3535.87,1
E05008480,3185,504.73,6.3
E05008481,6935,2527.16,2.7
E05008482,3547,2055.74,1.7
E05008483,3333,5419.84,0.6
E05008484,2721,2182.2,1.2
E05008485,4477,68.34,65.5
E05008486,2849,63.67,44.7
E05008487,3427,599.96,5.7
E05008488,3645,513.12,7.1
E05008489,3956,215.82,18.3
E05008490,2466,521.04,4.7
E05008491,2903,927.42,3.1
E05008492,3212,2732.16,1.2
E05008493,3613,1388.92,2.6
E05008494,3871,183.75,21.1
E05008495,3189,155.9,20.5
E05008496,2549,539.88,4.7
E05008497,3927,79.14,49.6
E05008498,2976,236.16,12.6
E05008499,3568,1869.79,1.9
E05008500,3835,340.66,11.3
E05008501,2923,90.41,32.3
E05008502,5047,1113.12,4.5
E05008503,3651,208.58,17.5
E05008504,3612,87.97,41.1
E05008505,3342,108.04,30.9
E05008506,4450,68.62,64.8
E05008507,3637,89.06,40.8
E05008508,3131,290.28,10.8
E05008509,4054,134.17,30.2
E05008510,3940,188.79,20.9
E05008511,3189,486.76,6.6
E05008512,2927,534.79,5.5
E05008513,3052,230.88,13.2
E05008514,2924,588.91,5
E05008515,3297,5858.9,0.6
E05008516,3818,575.11,6.6
E05008517,3477,700.44,5
E05002249,16413,213.14,77
E05002250,5448,1513.61,3.6
E05002251,17854,287.97,62
E05002252,16594,194.47,85.3
E05002253,8003,410.83,19.5
E05002254,9079,560.41,16.2
E05002255,14379,274.37,52.4
E05002256,13656,7485.62,1.8
E05002257,10433,200.16,52.1
E05002258,12252,331.99,36.9
E05002259,8563,610.11,14
E05002260,13273,563.15,23.6
E05002261,9712,488.5,19.9
E05002262,10351,138.67,74.6
E05002263,12678,381.28,33.3
E05002264,10779,603.42,17.9
E05002265,13766,293.83,46.9
E05002266,13805,3524.61,3.9
E05002267,15076,388.28,38.8
E05002268,13048,296.54,44
E05002269,9520,192.83,49.4
E05002270,9243,249.52,37
E05002397,13581,849.66,16
E05002398,12938,335.49,38.6
E05002399,16859,576.9,29.2
E05002400,4672,1951.28,2.4
E05002401,8062,172.6,46.7
E05002402,8563,447.78,19.1
E05002403,17896,624.44,28.7
E05002404,9148,238.54,38.3
E05002405,5132,4023.24,1.3
E05002406,8397,428.58,19.6
E05002407,9672,546.3,17.7
E05002408,18108,1064.71,17
E05002409,15775,995.79,15.8
E05002410,7392,405.2,18.2
E05002411,7726,333.7,23.2
E05002412,8735,5221.08,1.7
E05002413,4102,8787.85,0.5
E05002414,9469,409.24,23.1
E05002415,12148,1288.83,9.4
E05002416,14559,713.3,20.4
E05002417,8462,228.89,37
E05002418,15601,804.47,19.4
E05002419,11824,414.66,28.5
E05002441,15121,313.05,48.3
E05002442,16660,102.97,161.8
E05002443,18642,338.14,55.1
E05002444,13608,318.89,42.7
E05002445,13830,456.43,30.3
E05002446,13054,584.77,22.3
E05002447,13591,226.64,60
